title,category,categories,address,phone,web_site,emails,review_rating,review_count,reviews_per_rating,open_hours,latitude,longtitude,place_id,cid,link,description
Farmers Insurance - Nicole Tan,Insurance agent,"[""Insurance agent"", ""Auto insurance agency"", ""Home insurance agency"", ""Life insurance agency"", ""Renter's insurance agency""]","1530 Noriega St # 201, San Francisco, CA 94122, United States",+1 415-386-8789,https://agents.farmers.com/ca/san-francisco/nicole-tan?SourceID=AMPALFGMAG&utm_source=GMB&utm_medium=Local&y_source=1_MTU1NTMxMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,,5,5,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 5}","{""Friday"": [""8:45 AM–5:45 PM""], ""Monday"": [""8:45 AM–5:45 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""8:45 AM–5:45 PM""], ""Tuesday"": [""8:45 AM–5:45 PM""], ""Wednesday"": [""8:45 AM–5:45 PM""]}",37.7543144,-122.4802938,ChIJx_u9tmKHhYARlTZ4BONxoYE,9340872321989621397,https://www.google.com/maps/place/Farmers+Insurance+-+Nicole+Tan/data=!4m7!3m6!1s0x80858762b6bdfbc7:0x81a171e304783695!8m2!3d37.7543144!4d-122.4802938!16s%2Fg%2F11bbrhmp1j!19sChIJx_u9tmKHhYARlTZ4BONxoYE?authuser=0&hl=en&rclk=1,
DiNicola Insurance Services,Insurance broker,"[""Insurance broker"", ""Business to business service"", ""Insurance agency""]","919 Irving St Suite 103, San Francisco, CA 94122, United States",+1 415-564-4400,https://www.dinicolains.com/,"[""info@dinicolains.com""]",5,4,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 4}","{""Friday"": [""8 AM–5 PM""], ""Monday"": [""8 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""8 AM–5 PM""], ""Tuesday"": [""8 AM–5 PM""], ""Wednesday"": [""8 AM–5 PM""]}",37.763787799999996,-122.467856,ChIJrVLI5WWHhYARDddFY-AtTss,14649697079644247821,https://www.google.com/maps/place/DiNicola+Insurance+Services/data=!4m7!3m6!1s0x80858765e5c852ad:0xcb4e2de06345d70d!8m2!3d37.7637878!4d-122.467856!16s%2Fg%2F1tlw993s!19sChIJrVLI5WWHhYARDddFY-AtTss?authuser=0&hl=en&rclk=1,
Heffernan Insurance Brokers,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Financial planner"", ""Health insurance agency"", ""Insurance broker"", ""Life insurance agency""]","300 California St Suite 450, San Francisco, CA 94104, United States",+1 800-829-9996,https://www.heffins.com/,,4.2,5,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 4}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.7932914,-122.4003867,ChIJ7Vtg52SAhYARkmQMhxvz8mQ,7274143647712175250,https://www.google.com/maps/place/Heffernan+Insurance+Brokers/data=!4m7!3m6!1s0x80858064e7605bed:0x64f2f31b870c6492!8m2!3d37.7932914!4d-122.4003867!16s%2Fg%2F11c51s6mqd!19sChIJ7Vtg52SAhYARkmQMhxvz8mQ?authuser=0&hl=en&rclk=1,
Farmers Insurance - Gadner Navarro,Insurance agent,"[""Insurance agent"", ""Auto insurance agency"", ""Home insurance agency"", ""Life insurance agency"", ""Renter's insurance agency""]","4201 Mission St, San Francisco, CA 94112, United States",+1 415-334-4200,https://agents.farmers.com/ca/san-francisco/gadner-navarro?SourceID=AMPALFGMAG&utm_source=GMB&utm_medium=Local&y_source=1_MTU1MDIzMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,,5,7,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 7}","{""Friday"": [""9 AM–6 PM""], ""Monday"": [""9 AM–6 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–6 PM""], ""Tuesday"": [""9 AM–6 PM""], ""Wednesday"": [""9 AM–6 PM""]}",37.729693399999995,-122.43007419999999,ChIJ_5kc9Il-j4AR-GSRDImtRtE,15079931206429664504,https://www.google.com/maps/place/Farmers+Insurance+-+Gadner+Navarro/data=!4m7!3m6!1s0x808f7e89f41c99ff:0xd146ad890c9164f8!8m2!3d37.7296934!4d-122.4300742!16s%2Fg%2F1thd20qh!19sChIJ_5kc9Il-j4AR-GSRDImtRtE?authuser=0&hl=en&rclk=1,
Deborah McArdle - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","2444 Lombard St, San Francisco, CA 94123, United States",+1 415-834-5561,https://www.deborahmcardle.com/?cmpid=W6JY_blm_0001,,4.9,36,"{""1"": 0, ""2"": 1, ""3"": 0, ""4"": 0, ""5"": 35}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.799412,-122.442078,ChIJc0GmkLmAhYARhR3QLHJPGp8,11464563153221721477,https://www.google.com/maps/place/Deborah+McArdle+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x808580b990a64173:0x9f1a4f722cd01d85!8m2!3d37.799412!4d-122.442078!16s%2Fg%2F11f404f9tn!19sChIJc0GmkLmAhYARhR3QLHJPGp8?authuser=0&hl=en&rclk=1,
Kristopher McArdle - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","2446 Lombard St, San Francisco, CA 94123, United States",+1 415-752-6119,https://www.krismcardle.com/?cmpid=F89M_blm_0001,"[""team@keen.io"", ""dustin@keen.io"", ""eric@keen.io"", ""joe@keen.io"", ""alex@keen.io"", ""adam.kasprowicz@keen.io"", ""dariusz.lacheta@keen.io""]",5,154,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 153}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.799276,-122.441859,ChIJS60LcQWHhYARXLN465hniYM,9478220797261165404,https://www.google.com/maps/place/Kristopher+McArdle+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x80858705710bad4b:0x83896798eb78b35c!8m2!3d37.799276!4d-122.441859!16s%2Fg%2F11clytp31n!19sChIJS60LcQWHhYARXLN465hniYM?authuser=0&hl=en&rclk=1,
King & King Insurance Solutions,Insurance agency,"[""Insurance agency""]","1956 Lombard St, San Francisco, CA 94123, United States",+1 415-890-2100,,,5,9,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 9}",{},37.8004027,-122.43383449999999,ChIJYRUsPdqAhYARZhkXoKTmJA0,947135416389540198,https://www.google.com/maps/place/King+%26+King+Insurance+Solutions/data=!4m7!3m6!1s0x808580da3d2c1561:0xd24e6a4a0171966!8m2!3d37.8004027!4d-122.4338345!16s%2Fg%2F11b6fk3n29!19sChIJYRUsPdqAhYARZhkXoKTmJA0?authuser=0&hl=en&rclk=1,
Walter Li - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","4428 California St suite a, San Francisco, CA 94118, United States",+1 415-346-1000,http://www.waltercli.net/?cmpid=l8k6_blm_0001,"[""team@keen.io"", ""dustin@keen.io"", ""eric@keen.io"", ""joe@keen.io"", ""alex@keen.io"", ""adam.kasprowicz@keen.io"", ""dariusz.lacheta@keen.io""]",4.2,5,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 4}","{""Friday"": [""Open 24 hours""], ""Monday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""]}",37.80196,-122.425494,ChIJc2dGvt2AhYARIBphi0JfTgg,598520539897731616,https://www.google.com/maps/place/Walter+Li+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x808580ddbe466773:0x84e5f428b611a20!8m2!3d37.80196!4d-122.425494!16s%2Fg%2F1w346vbx!19sChIJc2dGvt2AhYARIBphi0JfTgg?authuser=0&hl=en&rclk=1,
Farmers Insurance - Clarence Castillo,Insurance agent,"[""Insurance agent"", ""Auto insurance agency"", ""Home insurance agency"", ""Life insurance agency"", ""Renter's insurance agency""]","601 4th St UNIT 116, San Francisco, CA 94107, United States",+1 415-495-8913,https://agents.farmers.com/ca/san-francisco/clarence-castillo?SourceID=AMPALFGMAG&utm_source=GMB&utm_medium=Local&y_source=1_MTU0ODI2MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,,4.9,16,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 15}","{""Friday"": [""9 AM–6 PM""], ""Monday"": [""9 AM–6 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–6 PM""], ""Tuesday"": [""9 AM–6 PM""], ""Wednesday"": [""9 AM–6 PM""]}",37.77823,-122.395849,ChIJRyH839V_j4ARKfAFC4IH88o,14624040670114213929,https://www.google.com/maps/place/Farmers+Insurance+-+Clarence+Castillo/data=!4m7!3m6!1s0x808f7fd5dffc2147:0xcaf307820b05f029!8m2!3d37.77823!4d-122.395849!16s%2Fg%2F1tld0dky!19sChIJRyH839V_j4ARKfAFC4IH88o?authuser=0&hl=en&rclk=1,
"AutoComplete, Inc",Insurance agency,"[""Insurance agency""]","90 New Montgomery St #414, San Francisco, CA 94105, United States",+1 888-307-7942,https://www.autocomplete.io/,,4.9,734,"{""1"": 6, ""2"": 2, ""3"": 1, ""4"": 10, ""5"": 715}","{""Friday"": [""5 AM–8 PM""], ""Monday"": [""5 AM–8 PM""], ""Saturday"": [""5 AM–8 PM""], ""Sunday"": [""5 AM–8 PM""], ""Thursday"": [""5 AM–8 PM""], ""Tuesday"": [""5 AM–8 PM""], ""Wednesday"": [""5 AM–8 PM""]}",37.7874222,-122.40093189999999,ChIJHxizt3yAhYARRAfQzbdF0h8,2292971816019298116,"https://www.google.com/maps/place/AutoComplete,+Inc/data=!4m7!3m6!1s0x8085807cb7b3181f:0x1fd245b7cdd00744!8m2!3d37.7874222!4d-122.4009319!16s%2Fg%2F11kc8m1284!19sChIJHxizt3yAhYARRAfQzbdF0h8?authuser=0&hl=en&rclk=1",
Covered California Certified Agent,Insurance agency,"[""Insurance agency""]","288 7th St, San Francisco, CA 94103, United States",+1 888-440-0750,https://coveredcaliforniacertifiedagent.com/?utm_campaign=gmb,,5,106,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 3, ""5"": 103}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.776881599999996,-122.4082404,ChIJwT3qAYOAhYARsAhcHx8hQks,5422933318861326512,https://www.google.com/maps/place/Covered+California+Certified+Agent/data=!4m7!3m6!1s0x8085808301ea3dc1:0x4b42211f1f5c08b0!8m2!3d37.7768816!4d-122.4082404!16s%2Fg%2F11gf9b4ny7!19sChIJwT3qAYOAhYARsAhcHx8hQks?authuser=0&hl=en&rclk=1,
Debra O'Farrell - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","870 Market St Ste 865, San Francisco, CA 94102, United States",+1 415-982-9900,https://www.sfofarrell.com/?cmpid=TB4S_blm_0001,"[""team@keen.io"", ""dustin@keen.io"", ""eric@keen.io"", ""joe@keen.io"", ""alex@keen.io"", ""adam.kasprowicz@keen.io"", ""dariusz.lacheta@keen.io""]",4.9,40,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 39}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.785049699999995,-122.40713079999999,ChIJx2uZ4oWAhYARRfXPYXrDNM0,14786658406958626117,https://www.google.com/maps/place/Debra+O%27Farrell+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x80858085e2996bc7:0xcd34c37a61cff545!8m2!3d37.7850497!4d-122.4071308!16s%2Fg%2F119v5zqvt!19sChIJx2uZ4oWAhYARRfXPYXrDNM0?authuser=0&hl=en&rclk=1,
Ben Carr - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","3361 20th St, San Francisco, CA 94110, United States",+1 415-569-2277,https://www.myagentbencarr.com/?cmpid=YZQ6_blm_0001,"[""team@keen.io"", ""dustin@keen.io"", ""eric@keen.io"", ""joe@keen.io"", ""alex@keen.io"", ""adam.kasprowicz@keen.io"", ""dariusz.lacheta@keen.io""]",5,330,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 5, ""5"": 325}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.758637,-122.41607099999999,ChIJc0ozXfyBhYARXc3CA_lUjQU,400069370392530269,https://www.google.com/maps/place/Ben+Carr+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x808581fc5d334a73:0x58d54f903c2cd5d!8m2!3d37.758637!4d-122.416071!16s%2Fg%2F11h0022dxx!19sChIJc0ozXfyBhYARXc3CA_lUjQU?authuser=0&hl=en&rclk=1,
AAA Insurance Agent: Francisco Verdin,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Home insurance agency"", ""Life insurance agency""]","2300 16th St Ste 280, San Francisco, CA 94103, United States",+1 415-553-7218,,,5,105,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 3, ""5"": 102}","{""Friday"": [""9 AM–6 PM""], ""Monday"": [""9 AM–6 PM""], ""Saturday"": [""9 AM–5 PM""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–6 PM""], ""Tuesday"": [""9 AM–6 PM""], ""Wednesday"": [""9 AM–6 PM""]}",37.7659707,-122.4079063,ChIJVzSkamp_j4ARzmCzvYQqUn0,9030326952437965006,https://www.google.com/maps/place/AAA+Insurance+Agent:+Francisco+Verdin/data=!4m7!3m6!1s0x808f7f6a6aa43457:0x7d522a84bdb360ce!8m2!3d37.7659707!4d-122.4079063!16s%2Fg%2F11k0n_8130!19sChIJVzSkamp_j4ARzmCzvYQqUn0?authuser=0&hl=en&rclk=1,
Tucker Williams - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","1536 20th St, San Francisco, CA 94107, United States",+1 415-580-7987,https://www.tuckerwilliams.com/?cmpid=F29A_blm_0001,,5,101,"{""1"": 0, ""2"": 1, ""3"": 0, ""4"": 2, ""5"": 98}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.760171,-122.397049,ChIJc0GmkLmAhYARPrPmM1SIVmQ,7230116147019297598,https://www.google.com/maps/place/Tucker+Williams+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x808580b990a64173:0x6456885433e6b33e!8m2!3d37.760171!4d-122.397049!16s%2Fg%2F11bxjk52b4!19sChIJc0GmkLmAhYARPrPmM1SIVmQ?authuser=0&hl=en&rclk=1,
David Chacon - State Farm Insurance Agent,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Life insurance agency""]","188 S Park St APT 4, San Francisco, CA 94107, United States",+1 650-991-2200,https://www.dcinsuranceteam.com/?cmpid=Y5PY_blm_0001,"[""team@keen.io"", ""dustin@keen.io"", ""eric@keen.io"", ""joe@keen.io"", ""alex@keen.io"", ""adam.kasprowicz@keen.io"", ""dariusz.lacheta@keen.io""]",4.8,28,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 26}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.7808846,-122.3951233,ChIJiWaw4vp9j4AR_c6I9oTkipo,11135964288349949693,https://www.google.com/maps/place/David+Chacon+-+State+Farm+Insurance+Agent/data=!4m7!3m6!1s0x808f7dfae2b06689:0x9a8ae484f688cefd!8m2!3d37.7808846!4d-122.3951233!16s%2Fg%2F11h5w8qk13!19sChIJiWaw4vp9j4AR_c6I9oTkipo?authuser=0&hl=en&rclk=1,
Aventine Insurance Agency,Insurance agency,"[""Insurance agency""]","101 California St Suite 2710, San Francisco, CA 94111, United States",+1 415-938-4298,,,5,2,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2}","{""Friday"": [""8 AM–10 PM""], ""Monday"": [""8 AM–10 PM""], ""Saturday"": [""8 AM–10 PM""], ""Sunday"": [""Closed""], ""Thursday"": [""8 AM–10 PM""], ""Tuesday"": [""8 AM–10 PM""], ""Wednesday"": [""8 AM–10 PM""]}",37.7892727,-122.39958279999999,ChIJAQC87mKAhYAR8TRrddDnGXM,8293915071288653041,https://www.google.com/maps/place/Aventine+Insurance+Agency/data=!4m7!3m6!1s0x80858062eebc0001:0x7319e7d0756b34f1!8m2!3d37.7892727!4d-122.3995828!16s%2Fg%2F11qqtzj0nd!19sChIJAQC87mKAhYAR8TRrddDnGXM?authuser=0&hl=en&rclk=1,
Perfect California Insurance,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Home insurance agency"", ""Life insurance agency"", ""Motorcycle insurance agency"", ""Renter's insurance agency""]","548 Market St #333, San Francisco, CA 94104, United States",+1 888-888-8212,http://www.perfectca.com/,,0,0,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}","{""Friday"": [""9 AM–6 PM""], ""Monday"": [""9 AM–6 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–6 PM""], ""Tuesday"": [""9 AM–6 PM""], ""Wednesday"": [""9 AM–6 PM""]}",37.7900352,-122.4008537,ChIJbYBie2KAhYAREdZnFNaa-i0,3313130720140449297,https://www.google.com/maps/place/Perfect+California+Insurance/data=!4m7!3m6!1s0x808580627b62806d:0x2dfa9ad61467d611!8m2!3d37.7900352!4d-122.4008537!16s%2Fg%2F11cmvj_fly!19sChIJbYBie2KAhYAREdZnFNaa-i0?authuser=0&hl=en&rclk=1,
WFG National Title Insurance Company,Title company,"[""Title company""]","235 Pine St # 1675, San Francisco, CA 94104, United States",+1 415-625-0401,http://wfgtitle.com/,,4.9,101,"{""1"": 1, ""2"": 1, ""3"": 0, ""4"": 0, ""5"": 99}","{""Friday"": [""8 AM–5 PM""], ""Monday"": [""8 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""8 AM–5 PM""], ""Tuesday"": [""8 AM–5 PM""], ""Wednesday"": [""8 AM–5 PM""]}",37.7919327,-122.4003032,ChIJvx5zwR6BhYARqkRCZjduz3Q,8417067412796621994,https://www.google.com/maps/place/WFG+National+Title+Insurance+Company/data=!4m7!3m6!1s0x8085811ec1731ebf:0x74cf6e37664244aa!8m2!3d37.7919327!4d-122.4003032!16s%2Fg%2F11s8kc4kq1!19sChIJvx5zwR6BhYARqkRCZjduz3Q?authuser=0&hl=en&rclk=1,
Calender-Robinson Insurance,Insurance agency,"[""Insurance agency"", ""Insurance broker""]","233 Sansome St Suite 508, San Francisco, CA 94104, United States",+1 415-978-3800,https://calrob.com/,"[""info@calrob.com""]",4.5,8,"{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 7}","{""Friday"": [""8:30 AM–4:45 PM""], ""Monday"": [""8:30 AM–4:45 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""8:30 AM–4:45 PM""], ""Tuesday"": [""8:30 AM–4:45 PM""], ""Wednesday"": [""8:30 AM–4:45 PM""]}",37.792620299999996,-122.4013241,ChIJAShaJ4aAhYARNnKbeKMsZ_Q,17611093948470358582,https://www.google.com/maps/place/Calender-Robinson+Insurance/data=!4m7!3m6!1s0x80858086275a2801:0xf4672ca3789b7236!8m2!3d37.7926203!4d-122.4013241!16s%2Fg%2F1whdjl3_!19sChIJAShaJ4aAhYARNnKbeKMsZ_Q?authuser=0&hl=en&rclk=1,
Mighty Oak Insurance Services,Insurance broker,"[""Insurance broker""]","100 Pine St #1250, San Francisco, CA 94111, United States",+1 415-517-0652,http://mightyoaksf.com/,"[""contact@mightyoaksf.com""]",5,4,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 4}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.792555899999996,-122.39903009999999,ChIJF-mXuDSBhYARuqrDNJgm5kY,5108813262460529338,https://www.google.com/maps/place/Mighty+Oak+Insurance+Services/data=!4m7!3m6!1s0x80858134b897e917:0x46e6269834c3aaba!8m2!3d37.7925559!4d-122.3990301!16s%2Fg%2F11gmc9sg3g!19sChIJF-mXuDSBhYARuqrDNJgm5kY?authuser=0&hl=en&rclk=1,
Ferrer Insurance Services Inc,Insurance agency,"[""Insurance agency""]","5 3rd St #1025, San Francisco, CA 94103, United States",+1 415-856-0709,http://www.ferrerins.com/,,4.9,8,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 7}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.7874621,-122.40314389999999,ChIJQUveboiAhYARlmvGlO_31Dk,4167228163589827478,https://www.google.com/maps/place/Ferrer+Insurance+Services+Inc/data=!4m7!3m6!1s0x808580886ede4b41:0x39d4f7ef94c66b96!8m2!3d37.7874621!4d-122.4031439!16s%2Fg%2F1tkl3k06!19sChIJQUveboiAhYARlmvGlO_31Dk?authuser=0&hl=en&rclk=1,
Republic Indemnity Co,Insurance agency,"[""Insurance agency""]","100 Pine Center, 100 Pine St #1400, San Francisco, CA 94111, United States",+1 415-981-3200,https://www.republicindemnity.com/,,5,2,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2}","{""Friday"": [""8 AM–4 PM""], ""Monday"": [""8 AM–4 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""8 AM–4 PM""], ""Tuesday"": [""8 AM–4 PM""], ""Wednesday"": [""8 AM–4 PM""]}",37.792623899999995,-122.3989915,ChIJiST-K2KAhYARUOzXohjtWzQ,3772869802919980112,https://www.google.com/maps/place/Republic+Indemnity+Co/data=!4m7!3m6!1s0x808580622bfe2489:0x345bed18a2d7ec50!8m2!3d37.7926239!4d-122.3989915!16s%2Fg%2F1ttdyp5g!19sChIJiST-K2KAhYARUOzXohjtWzQ?authuser=0&hl=en&rclk=1,
Vouch Insurance,Insurance agency,"[""Insurance agency""]","250 Montgomery St, San Francisco, CA 94104, United States",+1 415-488-6728,https://www.vouch.us/,"[""hello@vouch.us""]",3.2,11,"{""1"": 4, ""2"": 1, ""3"": 0, ""4"": 1, ""5"": 5}","{""Friday"": [""Open 24 hours""], ""Monday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""]}",37.7916795,-122.4023486,ChIJhxs-S8GBhYARvs-mXJLTzJg,11010407814587142078,https://www.google.com/maps/place/Vouch+Insurance/data=!4m7!3m6!1s0x808581c14b3e1b87:0x98ccd3925ca6cfbe!8m2!3d37.7916795!4d-122.4023486!16s%2Fg%2F11hzqgvyp0!19sChIJhxs-S8GBhYARvs-mXJLTzJg?authuser=0&hl=en&rclk=1,
Sweet and Baker Insurance Brokers,Insurance agency,"[""Insurance agency"", ""Auto insurance agency"", ""Health insurance agency"", ""Home insurance agency"", ""Life insurance agency"", ""Motorcycle insurance agency"", ""Renter's insurance agency""]","44 2nd St, San Francisco, CA 94105, United States",+1 415-512-2100,http://www.sweetandbaker.com/,,5,1,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}","{""Friday"": [""9 AM–5 PM""], ""Monday"": [""9 AM–5 PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""], ""Thursday"": [""9 AM–5 PM""], ""Tuesday"": [""9 AM–5 PM""], ""Wednesday"": [""9 AM–5 PM""]}",37.788548,-122.4008909,ChIJmWQFmGKAhYARD2zsid5GGBo,1880330766037838863,https://www.google.com/maps/place/Sweet+and+Baker+Insurance+Brokers/data=!4m7!3m6!1s0x8085806298056499:0x1a1846de89ec6c0f!8m2!3d37.788548!4d-122.4008909!16s%2Fg%2F1v8k_v8f!19sChIJmWQFmGKAhYARD2zsid5GGBo?authuser=0&hl=en&rclk=1,
Personal Lines Insurance,Insurance agency,"[""Insurance agency""]","101 California St #2760, San Francisco, CA 94111, United States",+1 415-319-8448,,,5,2,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2}","{""Friday"": [""8 AM–10 PM""], ""Monday"": [""8 AM–10 PM""], ""Saturday"": [""8 AM–10 PM""], ""Sunday"": [""Closed""], ""Thursday"": [""8 AM–10 PM""], ""Tuesday"": [""8 AM–10 PM""], ""Wednesday"": [""8 AM–10 PM""]}",37.7927379,-122.3981096,ChIJC0R_YmGAhYAR6Glklw-BDV8,6849272512264825320,https://www.google.com/maps/place/Personal+Lines+Insurance/data=!4m7!3m6!1s0x80858061627f440b:0x5f0d810f976469e8!8m2!3d37.7927379!4d-122.3981096!16s%2Fg%2F1tfwkl44!19sChIJC0R_YmGAhYAR6Glklw-BDV8?authuser=0&hl=en&rclk=1,
